AGE	AGE_LABEL	AGE_HIERARCHY	AGE_PARENT	SEX	SEX_LABEL	SEX_HIERARCHY	TIME	ICD10_HIERARCHY	ICD10_PARENT	ICD10	ICD10_LABEL	Organ	Nb_death	Pop	Death_Rate	x	y	Sum_death_in_cat
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2002	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	192344	0	245	580	793.0
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2003	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	192778	0	245	580	857.0
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2004	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	196498	0	245	580	728.0
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2005	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	198319	0	245	580	719.0
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2006	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	208316	0	245	580	696.0
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2007	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	206072	0	245	580	746.0
Y75-79	From 75 to 79 years	2	Y_GE65	M	Males	1	2008	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	210303	0	245	580	711.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2001	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	270574	0	245	580	867.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2002	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	271096	0	245	580	796.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2003	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	269962	0	245	580	864.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2004	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	274628	0	245	580	706.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2005	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	273342	0	245	580	697.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2006	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	287776	0	245	580	667.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2007	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	1.0	281513	0.003552234	245	580	678.0
Y75-79	From 75 to 79 years	2	Y_GE65	F	Females	1	2008	2	F	TOXICO	Drug dependence, toxicomania (F11-F16, F18-F19)	Mental disorders	0.0	283129	0	245	580	680.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	500.0	146587	3.410943672	400	545	2023.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	589.0	145569	4.046191153	400	545	2306.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	734.0	141634	5.182371464	400	545	2569.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	728.0	142227	5.118578048	400	545	2641.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	817.0	142309	5.741028326	400	545	2777.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	787.0	147683	5.32898167	400	545	2725.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	810.0	150057	5.397948779	400	545	2836.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	825.0	151244	5.454761842	400	545	2782.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	542.0	239569	2.26239622	400	545	1864.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	685.0	239358	2.861822041	400	545	2289.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	870.0	233660	3.723358726	400	545	2576.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	799.0	234355	3.409357599	400	545	2630.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	839.0	235355	3.564827601	400	545	2612.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	797.0	240810	3.30966322	400	545	2589.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	758.0	241902	3.133500343	400	545	2489.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	A_B	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	General	859.0	240386	3.573419417	400	545	2495.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	A_B	A15-A19_B90	Tuberculosis	Lung	90.0	146587	0.613969861	230	460	5383.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	A_B	A15-A19_B90	Tuberculosis	Lung	105.0	145569	0.721307421	230	460	6271.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	A_B	A15-A19_B90	Tuberculosis	Lung	113.0	141634	0.797831029	230	460	7266.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	A_B	A15-A19_B90	Tuberculosis	Lung	112.0	142227	0.787473546	230	460	7191.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	A_B	A15-A19_B90	Tuberculosis	Lung	113.0	142309	0.794046757	230	460	7972.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	A_B	A15-A19_B90	Tuberculosis	Lung	112.0	147683	0.758381127	230	460	7500.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	A_B	A15-A19_B90	Tuberculosis	Lung	89.0	150057	0.593107952	230	460	7673.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	A_B	A15-A19_B90	Tuberculosis	Lung	92.0	151244	0.608288593	230	460	7893.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	A_B	A15-A19_B90	Tuberculosis	Lung	112.0	239569	0.46750623	230	460	3043.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	A_B	A15-A19_B90	Tuberculosis	Lung	116.0	239358	0.484629718	230	460	3780.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	A_B	A15-A19_B90	Tuberculosis	Lung	104.0	233660	0.445091158	230	460	4509.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	A_B	A15-A19_B90	Tuberculosis	Lung	119.0	234355	0.507776664	230	460	4120.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	A_B	A15-A19_B90	Tuberculosis	Lung	133.0	235355	0.565103779	230	460	4816.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	A_B	A15-A19_B90	Tuberculosis	Lung	80.0	240810	0.332212117	230	460	4222.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	A_B	A15-A19_B90	Tuberculosis	Lung	89.0	241902	0.367917586	230	460	4516.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	A_B	A15-A19_B90	Tuberculosis	Lung	84.0	240386	0.349437987	230	460	4612.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	39.0	146587	0.266053606	260	410	1986.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	53.0	145569	0.364088508	260	410	2217.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	46.0	141634	0.324780773	260	410	2714.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	42.0	142227	0.29530258	260	410	2572.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	35.0	142309	0.245943686	260	410	2780.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	40.0	147683	0.270850403	260	410	2592.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	35.0	150057	0.2332447	260	410	2543.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	43.0	151244	0.284308799	260	410	2748.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	55.0	239569	0.229578952	260	410	2113.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	60.0	239358	0.250670544	260	410	2504.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	37.0	233660	0.158349739	260	410	3016.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	60.0	234355	0.256021847	260	410	2819.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	74.0	235355	0.314418644	260	410	2961.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	67.0	240810	0.278227648	260	410	2822.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	59.0	241902	0.243900422	260	410	2716.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	A_B	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	Liver	77.0	240386	0.320318155	260	410	2698.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	3.0	146587	0.020465662	400	545	2023.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	8.0	145569	0.054956756	400	545	2306.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	5.0	141634	0.035302258	400	545	2569.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	2.0	142227	0.014062028	400	545	2641.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	4.0	142309	0.02810785	400	545	2777.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	2.0	147683	0.01354252	400	545	2725.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	11.0	150057	0.073305477	400	545	2836.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	5.0	151244	0.033059163	400	545	2782.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	3.0	239569	0.012522488	400	545	1864.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	3.0	239358	0.012533527	400	545	2289.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	4.0	233660	0.017118891	400	545	2576.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	4.0	234355	0.017068123	400	545	2630.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	4.0	235355	0.016995602	400	545	2612.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	3.0	240810	0.012457954	400	545	2589.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	5.0	241902	0.020669527	400	545	2489.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	A_B	B20-B24	Human immunodeficiency virus [HIV] disease	General	3.0	240386	0.012479928	400	545	2495.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1520.0	146587	10.36926876	400	545	2023.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1709.0	145569	11.74013698	400	545	2306.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1830.0	141634	12.9206264	400	545	2569.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1911.0	142227	13.43626738	400	545	2641.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1956.0	142309	13.74473856	400	545	2777.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1936.0	147683	13.10915948	400	545	2725.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	2015.0	150057	13.42823061	400	545	2836.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1952.0	151244	12.90629711	400	545	2782.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1319.0	239569	5.50572069	400	545	1864.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1601.0	239358	6.688725675	400	545	2289.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1702.0	233660	7.284087991	400	545	2576.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1827.0	234355	7.795865247	400	545	2630.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1769.0	235355	7.516305156	400	545	2612.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1789.0	240810	7.429093476	400	545	2589.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1726.0	241902	7.135120834	400	545	2489.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	C	C_OTH	Other malignant neoplasms (remainder of C00-C97)	General	1633.0	240386	6.793240871	400	545	2495.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	169.0	146587	1.152898961	278	550	169.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	181.0	145569	1.243396602	278	550	181.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	198.0	141634	1.397969414	278	550	198.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	232.0	142227	1.631195202	278	550	232.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	218.0	142309	1.531877815	278	550	218.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	200.0	147683	1.354252013	278	550	200.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	216.0	150057	1.439453008	278	550	216.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	196.0	151244	1.295919177	278	550	196.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	60.0	239569	0.250449766	278	550	60.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	74.0	239358	0.309160337	278	550	74.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	75.0	233660	0.320979201	278	550	75.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	94.0	234355	0.401100894	278	550	94.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	85.0	235355	0.361156551	278	550	85.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	84.0	240810	0.348822723	278	550	84.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	72.0	241902	0.297641194	278	550	72.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	C	C00-C14	Malignant neoplasm of lip, oral cavity, pharynx	oral cavity	90.0	240386	0.374397843	278	550	90.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	238.0	146587	1.623609188	278	490	238.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	281.0	145569	1.930356051	278	490	281.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	312.0	141634	2.202860895	278	490	312.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	340.0	142227	2.390544693	278	490	340.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	355.0	142309	2.494571672	278	490	355.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	342.0	147683	2.315770942	278	490	342.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	347.0	150057	2.312454601	278	490	347.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	353.0	151244	2.333976885	278	490	353.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	98.0	239569	0.409067951	278	490	98.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	111.0	239358	0.463740506	278	490	111.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	107.0	233660	0.457930326	278	490	107.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	124.0	234355	0.529111818	278	490	124.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	119.0	235355	0.505619171	278	490	119.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	88.0	240810	0.365433329	278	490	88.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	131.0	241902	0.541541616	278	490	131.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	C	C15	Malignant neoplasm of oesophagus	Oesophagus	123.0	240386	0.511677053	278	490	123.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	C	C16	Malignant neoplasm of stomach	Stomach	421.0	146587	2.872014572	295	400	488.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	C	C16	Malignant neoplasm of stomach	Stomach	484.0	145569	3.324883732	295	400	564.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	C	C16	Malignant neoplasm of stomach	Stomach	464.0	141634	3.276049536	295	400	549.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	C	C16	Malignant neoplasm of stomach	Stomach	525.0	142227	3.691282246	295	400	609.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	C	C16	Malignant neoplasm of stomach	Stomach	517.0	142309	3.632939589	295	400	615.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	C	C16	Malignant neoplasm of stomach	Stomach	502.0	147683	3.399172552	295	400	578.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	C	C16	Malignant neoplasm of stomach	Stomach	525.0	150057	3.498670505	295	400	611.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2008	2	C	C16	Malignant neoplasm of stomach	Stomach	493.0	151244	3.25963344	295	400	580.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2001	2	C	C16	Malignant neoplasm of stomach	Stomach	305.0	239569	1.273119644	295	400	392.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2002	2	C	C16	Malignant neoplasm of stomach	Stomach	366.0	239358	1.529090317	295	400	449.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2003	2	C	C16	Malignant neoplasm of stomach	Stomach	333.0	233660	1.42514765	295	400	421.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2004	2	C	C16	Malignant neoplasm of stomach	Stomach	393.0	234355	1.676943099	295	400	496.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2005	2	C	C16	Malignant neoplasm of stomach	Stomach	391.0	235355	1.661320133	295	400	480.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2006	2	C	C16	Malignant neoplasm of stomach	Stomach	365.0	240810	1.515717786	295	400	452.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2007	2	C	C16	Malignant neoplasm of stomach	Stomach	333.0	241902	1.37659052	295	400	416.0
Y80-84	From 80 to 84 years	2	Y_GE65	F	Females	1	2008	2	C	C16	Malignant neoplasm of stomach	Stomach	343.0	240386	1.426871781	295	400	422.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2001	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1158.0	146587	7.899745544	265	355	1158.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2002	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1337.0	145569	9.18464783	265	355	1337.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2003	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1523.0	141634	10.75306777	265	355	1523.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2004	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1702.0	142227	11.96678549	265	355	1702.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2005	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1636.0	142309	11.49611058	265	355	1636.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2006	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1672.0	147683	11.32154683	265	355	1672.0
Y80-84	From 80 to 84 years	2	Y_GE65	M	Males	1	2007	2	C	C18-C21	Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal	Colo-Rectum	1621.0	150057	10.80256169	265	355	1621.0
