AGE	AGE_LABEL	Death_Rate	ICD10	ICD10_LABEL	Nb_death	Organ	Pop	SEX	SEX_LABEL	Sum_death_in_cat	TIME	x	y
Y_GE85	85 years or over	5.552855533	C33_C34	Malignant neoplasm of trachea. bronchus and lung	537.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	40.34392935	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	1905.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	34.82684811	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	3368.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	0.360024566	J09-J11	Influenza (including swine flu)	17.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	0.661792838	J09-J11	Influenza (including swine flu)	64.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	40.93691099	J12-J18	Pneumonia	1933.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	35.72647275	J12-J18	Pneumonia	3455.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	28.46311866	J40-J44_J47	Other lower respiratory diseases	1344.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	12.52236136	J40-J44_J47	Other lower respiratory diseases	1211.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	29.94557276	J40-J47	Chronic lower respiratory diseases	1414.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	15.05578707	J40-J47	Chronic lower respiratory diseases	1456.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	1.482454097	J45_J46	Asthma and status asthmaticus	70.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	2.533425709	J45_J46	Asthma and status asthmaticus	245.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	108.3168747	ALL	All Diseases	10475.0	Lung	96707	F	Females	10475.0	2004	230	460
Y_GE85	85 years or over	165.7595459	ALL	All Diseases	7827.0	Lung	47219	M	Males	7827.0	2004	230	460
Y_GE85	85 years or over	4.786208941	C81-C86	Hodgkin disease and lymphomas	226.0	Lymphatic system	47219	M	Males	422.0	2004	310	300
Y_GE85	85 years or over	4.146545752	C81-C86	Hodgkin disease and lymphomas	401.0	Lymphatic system	96707	F	Females	710.0	2004	310	300
Y_GE85	85 years or over	4.150871471	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	196.0	Lymphatic system	47219	M	Males	422.0	2004	310	300
Y_GE85	85 years or over	3.195218547	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	309.0	Lymphatic system	96707	F	Females	710.0	2004	310	300
Y_GE85	85 years or over	7.341764298	ALL	All Diseases	710.0	Lymphatic system	96707	F	Females	710.0	2004	310	300
Y_GE85	85 years or over	8.937080413	ALL	All Diseases	422.0	Lymphatic system	47219	M	Males	422.0	2004	310	300
Y_GE85	85 years or over	4.405006459	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	208.0	Mental disorders	47219	M	Males	1804.0	2004	245	580
Y_GE85	85 years or over	6.328394015	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	612.0	Mental disorders	96707	F	Females	5995.0	2004	245	580
Y_GE85	85 years or over	33.16461594	F01_F03	Dementia	1566.0	Mental disorders	47219	M	Males	1804.0	2004	245	580
Y_GE85	85 years or over	55.39412866	F01_F03	Dementia	5357.0	Mental disorders	96707	F	Females	5995.0	2004	245	580
Y_GE85	85 years or over	0.63533747	F10	Mental and behavioural disorders due to use of alcohol	30.0	Mental disorders	47219	M	Males	1804.0	2004	245	580
Y_GE85	85 years or over	0.268853341	F10	Mental and behavioural disorders due to use of alcohol	26.0	Mental disorders	96707	F	Females	5995.0	2004	245	580
Y_GE85	85 years or over	0.0	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	0.0	Mental disorders	47219	M	Males	1804.0	2004	245	580
Y_GE85	85 years or over	0.0	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	0.0	Mental disorders	96707	F	Females	5995.0	2004	245	580
Y_GE85	85 years or over	61.99137601	ALL	All Diseases	5995.0	Mental disorders	96707	F	Females	5995.0	2004	245	580
Y_GE85	85 years or over	38.20495987	ALL	All Diseases	1804.0	Mental disorders	47219	M	Males	1804.0	2004	245	580
Y_GE85	85 years or over	9.064147907	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	428.0	Nervous system	47219	M	Males	2376.0	2004	240	515
Y_GE85	85 years or over	7.869130466	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	761.0	Nervous system	96707	F	Females	6158.0	2004	240	515
Y_GE85	85 years or over	12.4314365	G20	Parkinson disease	587.0	Nervous system	47219	M	Males	2376.0	2004	240	515
Y_GE85	85 years or over	7.796746875	G20	Parkinson disease	754.0	Nervous system	96707	F	Females	6158.0	2004	240	515
Y_GE85	85 years or over	28.82314323	G30	Alzheimer disease	1361.0	Nervous system	47219	M	Males	2376.0	2004	240	515
Y_GE85	85 years or over	48.01100231	G30	Alzheimer disease	4643.0	Nervous system	96707	F	Females	6158.0	2004	240	515
Y_GE85	85 years or over	63.67687965	ALL	All Diseases	6158.0	Nervous system	96707	F	Females	6158.0	2004	240	515
Y_GE85	85 years or over	50.31872763	ALL	All Diseases	2376.0	Nervous system	47219	M	Males	2376.0	2004	240	515
Y_GE85	85 years or over	3.028441941	C15	Malignant neoplasm of oesophagus	143.0	Oesophagus	47219	M	Males	143.0	2004	278	490
Y_GE85	85 years or over	1.344266703	C15	Malignant neoplasm of oesophagus	130.0	Oesophagus	96707	F	Females	130.0	2004	278	490
Y_GE85	85 years or over	1.344266703	ALL	All Diseases	130.0	Oesophagus	96707	F	Females	130.0	2004	278	490
Y_GE85	85 years or over	3.028441941	ALL	All Diseases	143.0	Oesophagus	47219	M	Males	143.0	2004	278	490
Y_GE85	85 years or over	7.179313412	C25	Malignant neoplasm of pancreas	339.0	Pancreas	47219	M	Males	339.0	2004	250	390
Y_GE85	85 years or over	7.951854571	C25	Malignant neoplasm of pancreas	769.0	Pancreas	96707	F	Females	769.0	2004	250	390
Y_GE85	85 years or over	7.951854571	ALL	All Diseases	769.0	Pancreas	96707	F	Females	769.0	2004	250	390
Y_GE85	85 years or over	7.179313412	ALL	All Diseases	339.0	Pancreas	47219	M	Males	339.0	2004	250	390
Y_GE85	85 years or over	55.10493657	C61	Malignant neoplasm of prostate	2602.0	Prostate	47219	M	Males	2602.0	2004	290	330
Y_GE85	85 years or over	0.0	C61	Malignant neoplasm of prostate		Prostate	96707	F	Females	0.0	2004	290	330
Y_GE85	85 years or over	0.0	ALL	All Diseases	0.0	Prostate	96707	F	Females	0.0	2004	290	330
Y_GE85	85 years or over	55.10493657	ALL	All Diseases	2602.0	Prostate	47219	M	Males	2602.0	2004	290	330
Y_GE85	85 years or over	6.671043436	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	315.0	Skeleton	47219	M	Males	353.0	2004	145	380
Y_GE85	85 years or over	8.841138697	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	855.0	Skeleton	96707	F	Females	1037.0	2004	145	380
Y_GE85	85 years or over	0.804760795	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	38.0	Skeleton	47219	M	Males	353.0	2004	145	380
Y_GE85	85 years or over	1.881973384	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	182.0	Skeleton	96707	F	Females	1037.0	2004	145	380
Y_GE85	85 years or over	10.72311208	ALL	All Diseases	1037.0	Skeleton	96707	F	Females	1037.0	2004	145	380
Y_GE85	85 years or over	7.475804231	ALL	All Diseases	353.0	Skeleton	47219	M	Males	353.0	2004	145	380
Y_GE85	85 years or over	1.016539952	C43	Malignant melanoma of skin	48.0	Skin	47219	M	Males	48.0	2004	415	375
Y_GE85	85 years or over	0.982348744	C43	Malignant melanoma of skin	95.0	Skin	96707	F	Females	95.0	2004	415	375
Y_GE85	85 years or over	0.982348744	ALL	All Diseases	95.0	Skin	96707	F	Females	95.0	2004	415	375
Y_GE85	85 years or over	1.016539952	ALL	All Diseases	48.0	Skin	47219	M	Males	48.0	2004	415	375
Y_GE85	85 years or over	8.746479172	C16	Malignant neoplasm of stomach	413.0	Stomach	47219	M	Males	506.0	2004	295	400
Y_GE85	85 years or over	5.81136836	C16	Malignant neoplasm of stomach	562.0	Stomach	96707	F	Females	749.0	2004	295	400
Y_GE85	85 years or over	1.969546157	K25-K28	Ulcer of stomach. duodenum and jejunum	93.0	Stomach	47219	M	Males	506.0	2004	295	400
Y_GE85	85 years or over	1.933675949	K25-K28	Ulcer of stomach. duodenum and jejunum	187.0	Stomach	96707	F	Females	749.0	2004	295	400
Y_GE85	85 years or over	7.745044309	ALL	All Diseases	749.0	Stomach	96707	F	Females	749.0	2004	295	400
Y_GE85	85 years or over	10.71602533	ALL	All Diseases	506.0	Stomach	47219	M	Males	506.0	2004	295	400
Y_GE85	85 years or over	0.14824541	C73	Malignant neoplasm of thyroid gland	7.0	Thyroid	47219	M	Males	7.0	2004	278	510
Y_GE85	85 years or over	0.651452325	C73	Malignant neoplasm of thyroid gland	63.0	Thyroid	96707	F	Females	63.0	2004	278	510
Y_GE85	85 years or over	0.651452325	ALL	All Diseases	63.0	Thyroid	96707	F	Females	63.0	2004	278	510
Y_GE85	85 years or over	0.14824541	ALL	All Diseases	7.0	Thyroid	47219	M	Males	7.0	2004	278	510
Y_GE85	85 years or over	2.393104471	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	113.0	oral cavity	47219	M	Males	113.0	2004	278	550
Y_GE85	85 years or over	1.137456441	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	110.0	oral cavity	96707	F	Females	110.0	2004	278	550
Y_GE85	85 years or over	1.137456441	ALL	All Diseases	110.0	oral cavity	96707	F	Females	110.0	2004	278	550
Y_GE85	85 years or over	2.393104471	ALL	All Diseases	113.0	oral cavity	47219	M	Males	113.0	2004	278	550
Y_GE85	85 years or over	7.084585659	C91-C95	Leukaemia	396.0	Blood	55896	M	Males	396.0	2005	265	280
Y_GE85	85 years or over	5.97786574	C91-C95	Leukaemia	666.0	Blood	111411	F	Females	666.0	2005	265	280
Y_GE85	85 years or over	5.97786574	ALL	All Diseases	666.0	Blood	111411	F	Females	666.0	2005	265	280
Y_GE85	85 years or over	7.084585659	ALL	All Diseases	396.0	Blood	55896	M	Males	396.0	2005	265	280
Y_GE85	85 years or over	0.966079863	C70-C72	Malignant neoplasm of brain and central nervous system	54.0	Brain	55896	M	Males	54.0	2005	305	580
Y_GE85	85 years or over	0.682158853	C70-C72	Malignant neoplasm of brain and central nervous system	76.0	Brain	111411	F	Females	76.0	2005	305	580
Y_GE85	85 years or over	0.682158853	ALL	All Diseases	76.0	Brain	111411	F	Females	76.0	2005	305	580
Y_GE85	85 years or over	0.966079863	ALL	All Diseases	54.0	Brain	55896	M	Males	54.0	2005	305	580
Y_GE85	85 years or over	0.644053242	C50	Malignant neoplasm of breast	36.0	Breast	55896	M	Males	36.0	2005	320	460
Y_GE85	85 years or over	16.40771558	C50	Malignant neoplasm of breast	1828.0	Breast	111411	F	Females	1828.0	2005	320	460
Y_GE85	85 years or over	16.40771558	ALL	All Diseases	1828.0	Breast	111411	F	Females	1828.0	2005	320	460
Y_GE85	85 years or over	0.644053242	ALL	All Diseases	36.0	Breast	55896	M	Males	36.0	2005	320	460
Y_GE85	85 years or over	55.80005725	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	3119.0	Circulatory system	55896	M	Males	3119.0	2005	230	300
Y_GE85	85 years or over	71.86004973	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	8006.0	Circulatory system	111411	F	Females	8006.0	2005	230	300
Y_GE85	85 years or over	71.86004973	ALL	All Diseases	8006.0	Circulatory system	111411	F	Females	8006.0	2005	230	300
Y_GE85	85 years or over	55.80005725	ALL	All Diseases	3119.0	Circulatory system	55896	M	Males	3119.0	2005	230	300
Y_GE85	85 years or over	22.43452125	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	1254.0	Colo-Rectum	55896	M	Males	1254.0	2005	265	355
Y_GE85	85 years or over	20.35705631	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	2268.0	Colo-Rectum	111411	F	Females	2268.0	2005	265	355
Y_GE85	85 years or over	20.35705631	ALL	All Diseases	2268.0	Colo-Rectum	111411	F	Females	2268.0	2005	265	355
Y_GE85	85 years or over	22.43452125	ALL	All Diseases	1254.0	Colo-Rectum	55896	M	Males	1254.0	2005	265	355
Y_GE85	85 years or over	73.77987691	I60-I69	Cerebrovascular diseases	4124.0	Digestive System	55896	M	Males	5827.0	2005	278	380
Y_GE85	85 years or over	91.74138999	I60-I69	Cerebrovascular diseases	10221.0	Digestive System	111411	F	Females	14242.0	2005	278	380
Y_GE85	85 years or over	30.46729641	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	1703.0	Digestive System	55896	M	Males	5827.0	2005	278	380
Y_GE85	85 years or over	36.0915888	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	4021.0	Digestive System	111411	F	Females	14242.0	2005	278	380
Y_GE85	85 years or over	127.8329788	ALL	All Diseases	14242.0	Digestive System	111411	F	Females	14242.0	2005	278	380
Y_GE85	85 years or over	104.2471733	ALL	All Diseases	5827.0	Digestive System	55896	M	Males	5827.0	2005	278	380
Y_GE85	85 years or over	15.76141405	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	881.0	General	55896	M	Males	2498.0	2005	400	545
Y_GE85	85 years or over	16.60518261	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	1850.0	General	111411	F	Females	4395.0	2005	400	545
Y_GE85	85 years or over	0.0	B20-B24	Human immunodeficiency virus [HIV] disease	0.0	General	55896	M	Males	2498.0	2005	400	545
Y_GE85	85 years or over	0.008975774	B20-B24	Human immunodeficiency virus [HIV] disease	1.0	General	111411	F	Females	4395.0	2005	400	545
Y_GE85	85 years or over	28.92872477	C_OTH	Other malignant neoplasms (remainder of C00-C97)	1617.0	General	55896	M	Males	2498.0	2005	400	545
Y_GE85	85 years or over	22.83437004	C_OTH	Other malignant neoplasms (remainder of C00-C97)	2544.0	General	111411	F	Females	4395.0	2005	400	545
Y_GE85	85 years or over	39.44852842	ALL	All Diseases	4395.0	General	111411	F	Females	4395.0	2005	400	545
Y_GE85	85 years or over	44.69013883	ALL	All Diseases	2498.0	General	55896	M	Males	2498.0	2005	400	545
Y_GE85	85 years or over	0.0	C53	Malignant neoplasm of cervix uteri		Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	0.448788719	C53	Malignant neoplasm of cervix uteri	50.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	0.0	C54_C55	Malignant neoplasm of other parts of uterus		Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	3.706994821	C54_C55	Malignant neoplasm of other parts of uterus	413.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	0.0	C56	Malignant neoplasm of ovary		Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	3.958316504	C56	Malignant neoplasm of ovary	441.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	11.39616431	C67	Malignant neoplasm of bladder	637.0	Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	3.715970595	C67	Malignant neoplasm of bladder	414.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	7.066695291	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	395.0	Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	5.071312527	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	565.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	20.64548447	N00-N29	Diseases of kidney and ureter	1154.0	Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	16.24615164	N00-N29	Diseases of kidney and ureter	1810.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	33.1475348	ALL	All Diseases	3693.0	Genitourinary system	111411	F	Females	3693.0	2005	265	330
Y_GE85	85 years or over	39.10834407	ALL	All Diseases	2186.0	Genitourinary system	55896	M	Males	2186.0	2005	265	330
Y_GE85	85 years or over	50.32560469	I20_I23-I25	Other ischaemic heart diseases	2813.0	Heart	55896	M	Males	12504.0	2005	290	450
Y_GE85	85 years or over	45.39946684	I20_I23-I25	Other ischaemic heart diseases	5058.0	Heart	111411	F	Females	27200.0	2005	290	450
Y_GE85	85 years or over	41.75611851	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	2334.0	Heart	55896	M	Males	12504.0	2005	290	450
Y_GE85	85 years or over	39.43955265	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	4394.0	Heart	111411	F	Females	27200.0	2005	290	450
Y_GE85	85 years or over	131.6194361	I30-I51	Other heart diseases	7357.0	Heart	55896	M	Males	12504.0	2005	290	450
Y_GE85	85 years or over	159.3020438	I30-I51	Other heart diseases	17748.0	Heart	111411	F	Females	27200.0	2005	290	450
Y_GE85	85 years or over	244.1410633	ALL	All Diseases	27200.0	Heart	111411	F	Females	27200.0	2005	290	450
Y_GE85	85 years or over	223.7011593	ALL	All Diseases	12504.0	Heart	55896	M	Males	12504.0	2005	290	450
Y_GE85	85 years or over	3.792757979	C64	Malignant neoplasm of kidney. except renal pelvis	212.0	Kidney	55896	M	Males	212.0	2005	310	360
Y_GE85	85 years or over	2.297798243	C64	Malignant neoplasm of kidney. except renal pelvis	256.0	Kidney	111411	F	Females	256.0	2005	310	360
Y_GE85	85 years or over	2.297798243	ALL	All Diseases	256.0	Kidney	111411	F	Females	256.0	2005	310	360
Y_GE85	85 years or over	3.792757979	ALL	All Diseases	212.0	Kidney	55896	M	Males	212.0	2005	310	360
Y_GE85	85 years or over	1.48490053	C32	Malignant neoplasm of larynx	83.0	Larynx	55896	M	Males	83.0	2005	278	523
Y_GE85	85 years or over	0.179515488	C32	Malignant neoplasm of larynx	20.0	Larynx	111411	F	Females	20.0	2005	278	523
Y_GE85	85 years or over	0.179515488	ALL	All Diseases	20.0	Larynx	111411	F	Females	20.0	2005	278	523
Y_GE85	85 years or over	1.48490053	ALL	All Diseases	83.0	Larynx	55896	M	Males	83.0	2005	278	523
Y_GE85	85 years or over	0.608272506	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	34.0	Liver	55896	M	Males	2562.0	2005	260	410
Y_GE85	85 years or over	0.51161914	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	57.0	Liver	111411	F	Females	5970.0	2005	260	410
Y_GE85	85 years or over	6.619436096	C22	Malignant neoplasm of liver and intrahepatic bile ducts	370.0	Liver	55896	M	Males	2562.0	2005	260	410
Y_GE85	85 years or over	3.087666388	C22	Malignant neoplasm of liver and intrahepatic bile ducts	344.0	Liver	111411	F	Females	5970.0	2005	260	410
Y_GE85	85 years or over	18.80277659	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	1051.0	Liver	55896	M	Males	2562.0	2005	260	410
Y_GE85	85 years or over	27.20557216	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	3031.0	Liver	111411	F	Females	5970.0	2005	260	410
Y_GE85	85 years or over	17.99771003	E10-E14	Diabetes mellitus	1006.0	Liver	55896	M	Males	2562.0	2005	260	410
Y_GE85	85 years or over	21.91884105	E10-E14	Diabetes mellitus	2442.0	Liver	111411	F	Females	5970.0	2005	260	410
Y_GE85	85 years or over	1.80692715	K70_K73_K74	Chronic liver disease	101.0	Liver	55896	M	Males	2562.0	2005	260	410
Y_GE85	85 years or over	0.861674341	K70_K73_K74	Chronic liver disease	96.0	Liver	111411	F	Females	5970.0	2005	260	410
Y_GE85	85 years or over	53.58537308	ALL	All Diseases	5970.0	Liver	111411	F	Females	5970.0	2005	260	410
Y_GE85	85 years or over	45.83512237	ALL	All Diseases	2562.0	Liver	55896	M	Males	2562.0	2005	260	410
Y_GE85	85 years or over	1.80692715	A15-A19_B90	Tuberculosis	101.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	1.292511511	A15-A19_B90	Tuberculosis	144.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	21.25375698	C33_C34	Malignant neoplasm of trachea. bronchus and lung	1188.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	5.277755338	C33_C34	Malignant neoplasm of trachea. bronchus and lung	588.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	37.22985545	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	2081.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	34.88883503	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	3887.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	2.934020323	J09-J11	Influenza (including swine flu)	164.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	4.075001571	J09-J11	Influenza (including swine flu)	454.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	41.07628453	J12-J18	Pneumonia	2296.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	37.70722819	J12-J18	Pneumonia	4201.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	27.71217976	J40-J44_J47	Other lower respiratory diseases	1549.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	13.0687275	J40-J44_J47	Other lower respiratory diseases	1456.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	29.00028625	J40-J47	Chronic lower respiratory diseases	1621.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	15.61784743	J40-J47	Chronic lower respiratory diseases	1740.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	1.288106483	J45_J46	Asthma and status asthmaticus	72.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	2.549119925	J45_J46	Asthma and status asthmaticus	284.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	114.4770265	ALL	All Diseases	12754.0	Lung	111411	F	Females	12754.0	2005	230	460
Y_GE85	85 years or over	162.3014169	ALL	All Diseases	9072.0	Lung	55896	M	Males	9072.0	2005	230	460
Y_GE85	85 years or over	4.884070416	C81-C86	Hodgkin disease and lymphomas	273.0	Lymphatic system	55896	M	Males	469.0	2005	310	300
Y_GE85	85 years or over	3.913437632	C81-C86	Hodgkin disease and lymphomas	436.0	Lymphatic system	111411	F	Females	755.0	2005	310	300
Y_GE85	85 years or over	3.506512094	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	196.0	Lymphatic system	55896	M	Males	469.0	2005	310	300
Y_GE85	85 years or over	2.863272029	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	319.0	Lymphatic system	111411	F	Females	755.0	2005	310	300
Y_GE85	85 years or over	6.776709661	ALL	All Diseases	755.0	Lymphatic system	111411	F	Females	755.0	2005	310	300
Y_GE85	85 years or over	8.39058251	ALL	All Diseases	469.0	Lymphatic system	55896	M	Males	469.0	2005	310	300
Y_GE85	85 years or over	4.418920853	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	247.0	Mental disorders	55896	M	Males	1995.0	2005	245	580
Y_GE85	85 years or over	5.304682661	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	591.0	Mental disorders	111411	F	Females	6369.0	2005	245	580
Y_GE85	85 years or over	30.62830972	F01_F03	Dementia	1712.0	Mental disorders	55896	M	Males	1995.0	2005	245	580
Y_GE85	85 years or over	51.70046046	F01_F03	Dementia	5760.0	Mental disorders	111411	F	Females	6369.0	2005	245	580
Y_GE85	85 years or over	0.626162874	F10	Mental and behavioural disorders due to use of alcohol	35.0	Mental disorders	55896	M	Males	1995.0	2005	245	580
Y_GE85	85 years or over	0.161563939	F10	Mental and behavioural disorders due to use of alcohol	18.0	Mental disorders	111411	F	Females	6369.0	2005	245	580
Y_GE85	85 years or over	0.017890368	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	1.0	Mental disorders	55896	M	Males	1995.0	2005	245	580
Y_GE85	85 years or over	0.0	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	0.0	Mental disorders	111411	F	Females	6369.0	2005	245	580
Y_GE85	85 years or over	57.16670706	ALL	All Diseases	6369.0	Mental disorders	111411	F	Females	6369.0	2005	245	580
Y_GE85	85 years or over	35.69128381	ALL	All Diseases	1995.0	Mental disorders	55896	M	Males	1995.0	2005	245	580
Y_GE85	85 years or over	8.086446257	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	452.0	Nervous system	55896	M	Males	2847.0	2005	240	515
Y_GE85	85 years or over	7.261401477	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	809.0	Nervous system	111411	F	Females	7227.0	2005	240	515
Y_GE85	85 years or over	13.14942035	G20	Parkinson disease	735.0	Nervous system	55896	M	Males	2847.0	2005	240	515
Y_GE85	85 years or over	7.790972166	G20	Parkinson disease	868.0	Nervous system	111411	F	Females	7227.0	2005	240	515
Y_GE85	85 years or over	29.69801059	G30	Alzheimer disease	1660.0	Nervous system	55896	M	Males	2847.0	2005	240	515
Y_GE85	85 years or over	49.81554784	G30	Alzheimer disease	5550.0	Nervous system	111411	F	Females	7227.0	2005	240	515
Y_GE85	85 years or over	64.86792148	ALL	All Diseases	7227.0	Nervous system	111411	F	Females	7227.0	2005	240	515
Y_GE85	85 years or over	50.9338772	ALL	All Diseases	2847.0	Nervous system	55896	M	Males	2847.0	2005	240	515
Y_GE85	85 years or over	3.363389151	C15	Malignant neoplasm of oesophagus	188.0	Oesophagus	55896	M	Males	188.0	2005	278	490
Y_GE85	85 years or over	1.256608414	C15	Malignant neoplasm of oesophagus	140.0	Oesophagus	111411	F	Females	140.0	2005	278	490
Y_GE85	85 years or over	1.256608414	ALL	All Diseases	140.0	Oesophagus	111411	F	Females	140.0	2005	278	490
Y_GE85	85 years or over	3.363389151	ALL	All Diseases	188.0	Oesophagus	55896	M	Males	188.0	2005	278	490
Y_GE85	85 years or over	6.261628739	C25	Malignant neoplasm of pancreas	350.0	Pancreas	55896	M	Males	350.0	2005	250	390
Y_GE85	85 years or over	7.22549838	C25	Malignant neoplasm of pancreas	805.0	Pancreas	111411	F	Females	805.0	2005	250	390
Y_GE85	85 years or over	7.22549838	ALL	All Diseases	805.0	Pancreas	111411	F	Females	805.0	2005	250	390
Y_GE85	85 years or over	6.261628739	ALL	All Diseases	350.0	Pancreas	55896	M	Males	350.0	2005	250	390
Y_GE85	85 years or over	48.48289681	C61	Malignant neoplasm of prostate	2710.0	Prostate	55896	M	Males	2710.0	2005	290	330
Y_GE85	85 years or over	0.0	C61	Malignant neoplasm of prostate		Prostate	111411	F	Females	0.0	2005	290	330
Y_GE85	85 years or over	0.0	ALL	All Diseases	0.0	Prostate	111411	F	Females	0.0	2005	290	330
Y_GE85	85 years or over	48.48289681	ALL	All Diseases	2710.0	Prostate	55896	M	Males	2710.0	2005	290	330
